requirement_id,requirement_name,coverage_threshold,original_constr_name,description
R007026,Customer_Requirement_7026,5,c7026,Customer requirement 7026
R007027,Customer_Requirement_7027,9,c7027,Customer requirement 7027
R007028,Customer_Requirement_7028,1,c7028,Customer requirement 7028
R007029,Customer_Requirement_7029,8,c7029,Customer requirement 7029
R007030,Customer_Requirement_7030,6,c7030,Customer requirement 7030
R007031,Customer_Requirement_7031,-10,c7031,Customer requirement 7031
R007032,Customer_Requirement_7032,12,c7032,Customer requirement 7032
R007033,Customer_Requirement_7033,10,c7033,Customer requirement 7033
R007034,Customer_Requirement_7034,6,c7034,Customer requirement 7034
R007035,Customer_Requirement_7035,-5,c7035,Customer requirement 7035
R007036,Customer_Requirement_7036,-9,c7036,Customer requirement 7036
R007037,Customer_Requirement_7037,15,c7037,Customer requirement 7037
R007038,Customer_Requirement_7038,4,c7038,Customer requirement 7038
R007039,Customer_Requirement_7039,8,c7039,Customer requirement 7039
R007040,Customer_Requirement_7040,11,c7040,Customer requirement 7040
R007041,Customer_Requirement_7041,3,c7041,Customer requirement 7041
R007042,Customer_Requirement_7042,7,c7042,Customer requirement 7042
R007043,Customer_Requirement_7043,5,c7043,Customer requirement 7043
R007044,Customer_Requirement_7044,-10,c7044,Customer requirement 7044
R007045,Customer_Requirement_7045,22,c7045,Customer requirement 7045
R007046,Customer_Requirement_7046,13,c7046,Customer requirement 7046
R007047,Customer_Requirement_7047,-1,c7047,Customer requirement 7047
R007048,Customer_Requirement_7048,12,c7048,Customer requirement 7048
R007049,Customer_Requirement_7049,-6,c7049,Customer requirement 7049
R007050,Customer_Requirement_7050,5,c7050,Customer requirement 7050
R007051,Customer_Requirement_7051,-10,c7051,Customer requirement 7051
R007052,Customer_Requirement_7052,10,c7052,Customer requirement 7052
R007053,Customer_Requirement_7053,6,c7053,Customer requirement 7053
R007054,Customer_Requirement_7054,4,c7054,Customer requirement 7054
R007055,Customer_Requirement_7055,14,c7055,Customer requirement 7055
R007056,Customer_Requirement_7056,11,c7056,Customer requirement 7056
R007057,Customer_Requirement_7057,8,c7057,Customer requirement 7057
R007058,Customer_Requirement_7058,14,c7058,Customer requirement 7058
R007059,Customer_Requirement_7059,11,c7059,Customer requirement 7059
R007060,Customer_Requirement_7060,18,c7060,Customer requirement 7060
R007061,Customer_Requirement_7061,7,c7061,Customer requirement 7061
R007062,Customer_Requirement_7062,21,c7062,Customer requirement 7062
R007063,Customer_Requirement_7063,-5,c7063,Customer requirement 7063
R007064,Customer_Requirement_7064,9,c7064,Customer requirement 7064
R007065,Customer_Requirement_7065,10,c7065,Customer requirement 7065
R007066,Customer_Requirement_7066,6,c7066,Customer requirement 7066
R007067,Customer_Requirement_7067,22,c7067,Customer requirement 7067
R007068,Customer_Requirement_7068,11,c7068,Customer requirement 7068
R007069,Customer_Requirement_7069,-10,c7069,Customer requirement 7069
R007070,Customer_Requirement_7070,14,c7070,Customer requirement 7070
R007071,Customer_Requirement_7071,13,c7071,Customer requirement 7071
R007072,Customer_Requirement_7072,9,c7072,Customer requirement 7072
R007073,Customer_Requirement_7073,11,c7073,Customer requirement 7073
R007074,Customer_Requirement_7074,12,c7074,Customer requirement 7074
R007075,Customer_Requirement_7075,2,c7075,Customer requirement 7075
R007076,Customer_Requirement_7076,18,c7076,Customer requirement 7076
R007077,Customer_Requirement_7077,11,c7077,Customer requirement 7077
R007078,Customer_Requirement_7078,11,c7078,Customer requirement 7078
R007079,Customer_Requirement_7079,1,c7079,Customer requirement 7079
R007080,Customer_Requirement_7080,15,c7080,Customer requirement 7080
R007081,Customer_Requirement_7081,14,c7081,Customer requirement 7081
R007082,Customer_Requirement_7082,12,c7082,Customer requirement 7082
R007083,Customer_Requirement_7083,-3,c7083,Customer requirement 7083
R007084,Customer_Requirement_7084,0,c7084,Customer requirement 7084
R007085,Customer_Requirement_7085,6,c7085,Customer requirement 7085
R007086,Customer_Requirement_7086,10,c7086,Customer requirement 7086
R007087,Customer_Requirement_7087,8,c7087,Customer requirement 7087
R007088,Customer_Requirement_7088,6,c7088,Customer requirement 7088
R007089,Customer_Requirement_7089,13,c7089,Customer requirement 7089
R007090,Customer_Requirement_7090,6,c7090,Customer requirement 7090
R007091,Customer_Requirement_7091,6,c7091,Customer requirement 7091
R007092,Customer_Requirement_7092,15,c7092,Customer requirement 7092
R007093,Customer_Requirement_7093,7,c7093,Customer requirement 7093
R007094,Customer_Requirement_7094,11,c7094,Customer requirement 7094
R007095,Customer_Requirement_7095,24,c7095,Customer requirement 7095
R007096,Customer_Requirement_7096,9,c7096,Customer requirement 7096
R007097,Customer_Requirement_7097,-6,c7097,Customer requirement 7097
R007098,Customer_Requirement_7098,21,c7098,Customer requirement 7098
R007099,Customer_Requirement_7099,11,c7099,Customer requirement 7099
R007100,Customer_Requirement_7100,-2,c7100,Customer requirement 7100
R007101,Customer_Requirement_7101,10,c7101,Customer requirement 7101
R007102,Customer_Requirement_7102,10,c7102,Customer requirement 7102
R007103,Customer_Requirement_7103,9,c7103,Customer requirement 7103
R007104,Customer_Requirement_7104,9,c7104,Customer requirement 7104
R007105,Customer_Requirement_7105,24,c7105,Customer requirement 7105
R007106,Customer_Requirement_7106,19,c7106,Customer requirement 7106
R007107,Customer_Requirement_7107,13,c7107,Customer requirement 7107
R007108,Customer_Requirement_7108,15,c7108,Customer requirement 7108
R007109,Customer_Requirement_7109,12,c7109,Customer requirement 7109
R007110,Customer_Requirement_7110,18,c7110,Customer requirement 7110
R007111,Customer_Requirement_7111,24,c7111,Customer requirement 7111
R007112,Customer_Requirement_7112,20,c7112,Customer requirement 7112
R007113,Customer_Requirement_7113,22,c7113,Customer requirement 7113
R007114,Customer_Requirement_7114,19,c7114,Customer requirement 7114
R007115,Customer_Requirement_7115,4,c7115,Customer requirement 7115
R007116,Customer_Requirement_7116,8,c7116,Customer requirement 7116
R007117,Customer_Requirement_7117,-3,c7117,Customer requirement 7117
R007118,Customer_Requirement_7118,5,c7118,Customer requirement 7118
R007119,Customer_Requirement_7119,6,c7119,Customer requirement 7119
R007120,Customer_Requirement_7120,-4,c7120,Customer requirement 7120
R007121,Customer_Requirement_7121,10,c7121,Customer requirement 7121
R007122,Customer_Requirement_7122,21,c7122,Customer requirement 7122
R007123,Customer_Requirement_7123,17,c7123,Customer requirement 7123
R007124,Customer_Requirement_7124,9,c7124,Customer requirement 7124
R007125,Customer_Requirement_7125,12,c7125,Customer requirement 7125
R007126,Customer_Requirement_7126,1,c7126,Customer requirement 7126
R007127,Customer_Requirement_7127,12,c7127,Customer requirement 7127
R007128,Customer_Requirement_7128,8,c7128,Customer requirement 7128
R007129,Customer_Requirement_7129,6,c7129,Customer requirement 7129
R007130,Customer_Requirement_7130,20,c7130,Customer requirement 7130
R007131,Customer_Requirement_7131,15,c7131,Customer requirement 7131
R007132,Customer_Requirement_7132,10,c7132,Customer requirement 7132
R007133,Customer_Requirement_7133,-1,c7133,Customer requirement 7133
R007134,Customer_Requirement_7134,8,c7134,Customer requirement 7134
R007135,Customer_Requirement_7135,24,c7135,Customer requirement 7135
R007136,Customer_Requirement_7136,6,c7136,Customer requirement 7136
R007137,Customer_Requirement_7137,5,c7137,Customer requirement 7137
R007138,Customer_Requirement_7138,11,c7138,Customer requirement 7138
R007139,Customer_Requirement_7139,11,c7139,Customer requirement 7139
R007140,Customer_Requirement_7140,-4,c7140,Customer requirement 7140
R007141,Customer_Requirement_7141,5,c7141,Customer requirement 7141
R007142,Customer_Requirement_7142,6,c7142,Customer requirement 7142
R007143,Customer_Requirement_7143,24,c7143,Customer requirement 7143
R007144,Customer_Requirement_7144,17,c7144,Customer requirement 7144
R007145,Customer_Requirement_7145,13,c7145,Customer requirement 7145
R007146,Customer_Requirement_7146,4,c7146,Customer requirement 7146
R007147,Customer_Requirement_7147,9,c7147,Customer requirement 7147
R007148,Customer_Requirement_7148,12,c7148,Customer requirement 7148
R007149,Customer_Requirement_7149,-5,c7149,Customer requirement 7149
R007150,Customer_Requirement_7150,9,c7150,Customer requirement 7150
R007151,Customer_Requirement_7151,10,c7151,Customer requirement 7151
R007152,Customer_Requirement_7152,-5,c7152,Customer requirement 7152
R007153,Customer_Requirement_7153,13,c7153,Customer requirement 7153
R007154,Customer_Requirement_7154,4,c7154,Customer requirement 7154
R007155,Customer_Requirement_7155,-2,c7155,Customer requirement 7155
R007156,Customer_Requirement_7156,10,c7156,Customer requirement 7156
R007157,Customer_Requirement_7157,-1,c7157,Customer requirement 7157
R007158,Customer_Requirement_7158,10,c7158,Customer requirement 7158
R007159,Customer_Requirement_7159,4,c7159,Customer requirement 7159
R007160,Customer_Requirement_7160,10,c7160,Customer requirement 7160
R007161,Customer_Requirement_7161,9,c7161,Customer requirement 7161
R007162,Customer_Requirement_7162,-2,c7162,Customer requirement 7162
R007163,Customer_Requirement_7163,-5,c7163,Customer requirement 7163
R007164,Customer_Requirement_7164,8,c7164,Customer requirement 7164
R007165,Customer_Requirement_7165,6,c7165,Customer requirement 7165
R007166,Customer_Requirement_7166,14,c7166,Customer requirement 7166
R007167,Customer_Requirement_7167,7,c7167,Customer requirement 7167
R007168,Customer_Requirement_7168,-1,c7168,Customer requirement 7168
R007169,Customer_Requirement_7169,7,c7169,Customer requirement 7169
R007170,Customer_Requirement_7170,22,c7170,Customer requirement 7170
R007171,Customer_Requirement_7171,20,c7171,Customer requirement 7171
R007172,Customer_Requirement_7172,4,c7172,Customer requirement 7172
R007173,Customer_Requirement_7173,14,c7173,Customer requirement 7173
R007174,Customer_Requirement_7174,6,c7174,Customer requirement 7174
R007175,Customer_Requirement_7175,10,c7175,Customer requirement 7175
R007176,Customer_Requirement_7176,9,c7176,Customer requirement 7176
R007177,Customer_Requirement_7177,12,c7177,Customer requirement 7177
R007178,Customer_Requirement_7178,-8,c7178,Customer requirement 7178
R007179,Customer_Requirement_7179,24,c7179,Customer requirement 7179
R007180,Customer_Requirement_7180,20,c7180,Customer requirement 7180
R007181,Customer_Requirement_7181,7,c7181,Customer requirement 7181
R007182,Customer_Requirement_7182,13,c7182,Customer requirement 7182
R007183,Customer_Requirement_7183,4,c7183,Customer requirement 7183
R007184,Customer_Requirement_7184,24,c7184,Customer requirement 7184
R007185,Customer_Requirement_7185,-7,c7185,Customer requirement 7185
R007186,Customer_Requirement_7186,9,c7186,Customer requirement 7186
R007187,Customer_Requirement_7187,-3,c7187,Customer requirement 7187
R007188,Customer_Requirement_7188,12,c7188,Customer requirement 7188
R007189,Customer_Requirement_7189,8,c7189,Customer requirement 7189
R007190,Customer_Requirement_7190,-4,c7190,Customer requirement 7190
R007191,Customer_Requirement_7191,9,c7191,Customer requirement 7191
R007192,Customer_Requirement_7192,12,c7192,Customer requirement 7192
R007193,Customer_Requirement_7193,13,c7193,Customer requirement 7193
R007194,Customer_Requirement_7194,8,c7194,Customer requirement 7194
R007195,Customer_Requirement_7195,8,c7195,Customer requirement 7195
R007196,Customer_Requirement_7196,16,c7196,Customer requirement 7196
R007197,Customer_Requirement_7197,-5,c7197,Customer requirement 7197
R007198,Customer_Requirement_7198,9,c7198,Customer requirement 7198
R007199,Customer_Requirement_7199,16,c7199,Customer requirement 7199
R007200,Customer_Requirement_7200,-3,c7200,Customer requirement 7200
R007201,Customer_Requirement_7201,5,c7201,Customer requirement 7201
R007202,Customer_Requirement_7202,6,c7202,Customer requirement 7202
R007203,Customer_Requirement_7203,6,c7203,Customer requirement 7203
R007204,Customer_Requirement_7204,5,c7204,Customer requirement 7204
R007205,Customer_Requirement_7205,12,c7205,Customer requirement 7205
R007206,Customer_Requirement_7206,10,c7206,Customer requirement 7206
R007207,Customer_Requirement_7207,14,c7207,Customer requirement 7207
R007208,Customer_Requirement_7208,5,c7208,Customer requirement 7208
R007209,Customer_Requirement_7209,5,c7209,Customer requirement 7209
R007210,Customer_Requirement_7210,13,c7210,Customer requirement 7210
R007211,Customer_Requirement_7211,20,c7211,Customer requirement 7211
R007212,Customer_Requirement_7212,7,c7212,Customer requirement 7212
R007213,Customer_Requirement_7213,14,c7213,Customer requirement 7213
R007214,Customer_Requirement_7214,-4,c7214,Customer requirement 7214
R007215,Customer_Requirement_7215,7,c7215,Customer requirement 7215
R007216,Customer_Requirement_7216,9,c7216,Customer requirement 7216
R007217,Customer_Requirement_7217,12,c7217,Customer requirement 7217
R007218,Customer_Requirement_7218,-6,c7218,Customer requirement 7218
R007219,Customer_Requirement_7219,10,c7219,Customer requirement 7219
R007220,Customer_Requirement_7220,13,c7220,Customer requirement 7220
R007221,Customer_Requirement_7221,10,c7221,Customer requirement 7221
R007222,Customer_Requirement_7222,-1,c7222,Customer requirement 7222
R007223,Customer_Requirement_7223,7,c7223,Customer requirement 7223
R007224,Customer_Requirement_7224,7,c7224,Customer requirement 7224
R007225,Customer_Requirement_7225,5,c7225,Customer requirement 7225
R007226,Customer_Requirement_7226,8,c7226,Customer requirement 7226
R007227,Customer_Requirement_7227,11,c7227,Customer requirement 7227
R007228,Customer_Requirement_7228,7,c7228,Customer requirement 7228
R007229,Customer_Requirement_7229,14,c7229,Customer requirement 7229
R007230,Customer_Requirement_7230,8,c7230,Customer requirement 7230
R007231,Customer_Requirement_7231,-3,c7231,Customer requirement 7231
R007232,Customer_Requirement_7232,24,c7232,Customer requirement 7232
R007233,Customer_Requirement_7233,18,c7233,Customer requirement 7233
R007234,Customer_Requirement_7234,10,c7234,Customer requirement 7234
R007235,Customer_Requirement_7235,4,c7235,Customer requirement 7235
R007236,Customer_Requirement_7236,9,c7236,Customer requirement 7236
R007237,Customer_Requirement_7237,14,c7237,Customer requirement 7237
R007238,Customer_Requirement_7238,9,c7238,Customer requirement 7238
R007239,Customer_Requirement_7239,19,c7239,Customer requirement 7239
R007240,Customer_Requirement_7240,5,c7240,Customer requirement 7240
R007241,Customer_Requirement_7241,12,c7241,Customer requirement 7241
R007242,Customer_Requirement_7242,18,c7242,Customer requirement 7242
R007243,Customer_Requirement_7243,1,c7243,Customer requirement 7243
R007244,Customer_Requirement_7244,10,c7244,Customer requirement 7244
R007245,Customer_Requirement_7245,19,c7245,Customer requirement 7245
R007246,Customer_Requirement_7246,14,c7246,Customer requirement 7246
R007247,Customer_Requirement_7247,24,c7247,Customer requirement 7247
